198,1573441952-10135,エヌエヌ生命 令和元年度版,無解約返戻金型収入保障保険,収入保障保険 令和元年度版,「収入保障保険」は、企業の借入金の返済期間に合わせて、保険期間を最短５年から各年で設定できる収入保障保険です。・保障額が減少していく従来の仕組みに加え、「保険料逓減払込方式に関する特則」を適用することにより、負担する保険料も減少していく払込方式が可能です＊。・＊保険料が契約後２年目から毎年所定の割合で減少し、最終保険年度の保険料は初年度の保険料の20％相当額となります（初年度保険料、経過年数などにより、20％より少なくなるまたは多くなる場合があります）。・「特定疾病保険料払込免除特則」を適用した場合、悪性新生物（ガン）、急性心筋梗塞、脳卒中により所定の状態になった場合、その後の保険料の払込が免除されます。これにより、借入金返済期間中の罹患リスクに備えることが可能です。,"無解約返戻金型収入保障保険・50歳契約／男性／保険期間・保険料払込期間：10年／保証期間：2年／保険料逓減払込方式に関する特則適用なし・●・年金月額・90万円・●・保険料（月払口座）・21,870円",災害割増特約/健康体料率適用特約/指定代理請求特約/特定疾病保険料払込免除特則/優良体料率適用特約/保険料逓減払込方式に関する特則
199,1573441176-9790,マニュライフ生命 令和元年度版,無配当無解約返戻金型家族収入保障保険,こだわり収入保障（無解約返戻金型） 令和元年度版,「こだわり収入保障（無解約返戻金型）」は、保険期間中に被保険者が死亡または所定の高度障害状態に該当した場合に月払給付金が保険期間満了時まで毎月支払われます。保険期間満了の直前に死亡または所定の高度障害状態に該当した場合でも、支払保証期間にわたって月払給付金が支払われます。月払給付金の支払保証期間は、2年または5年から選択できます。・月払給付金を、一括で受け取ることも可能です。・特定疾病保険料払込免除特約を付加することで、特定疾病で所定の状態に該当したときに以後の保険料の払い込みが免除されます。・健康状態および喫煙歴が所定の基準を満たしている場合、標準保険料率より割安な非喫煙者保険料率または優良体保険料率を適用することができます。・保険期間を通じて解約返戻金はありません。,"無配当無解約返戻金型家族収入保障保険・30歳契約／男性／保険期間・保険料払込期間：60歳満了・月払給付金支払保証期間：2年／優良体保険料率・●・月払給付金額・20万円・●・特定疾病保険料払込免除特約・付加・○・保険料（月払口座）・4,660円",リビング・ニーズ特約/指定代理請求特約/特定疾病保険料払込免除特約
200,1573441342-9862,日本生命 令和元年度版,低解約払戻金型長期定期保険（有配当2013）,ネクストロード・ニッセイ低解約払戻金型長期定期保険 令和元年度版,「ニッセイ低解約払戻金型長期定期保険」は、一定期間、死亡に備える保険で、死亡した場合に死亡保険金が支払われます。低解約払戻金期間中の解約払戻金を、解約払戻金を低くしない場合の70％とすることで、低解約払戻金期間満了後の資産形成効果を高めています。・ニーズに応じた低解約払戻金期間を選択でき（5年～20年）、低解約払戻金期間を長く設定するほど、保険料を抑えることができます。,"低解約払戻金型長期定期保険（有配当2013）・40歳契約／男性／払込・保険期間満了：100歳／低解約払戻金期間：10年・●・死亡保険金額・1億円・○・保険料（年払）  ・2,360,900円",リビング・ニーズ特約（2012）
201,1573440998-9712,こくみん共済coop（全労済） 令和元年度版,個人定期生命共済／こども定期生命共済／熟年定期生命共済／傷害共済／個人賠償責任共済／終身生命共済／個人長期生命共済,こくみん共済 令和元年度版,『こくみん共済』は年齢や目的にあった保障が選べます。・●・お子さまの総合保障・「キッズワイドタイプ」「キッズタイプ」・満0歳から加入できる、お子さまの病気やけがのほか、賠償にも備える保障。・「キッズ満期金付プラン」・「キッズワイドタイプ」「キッズタイプ」にセットできる、進学に備えた教育資金を用意できるプランです。・●・医療の保障・「医療タイプ」・入院や通院（不慮の事故、交通事故に限る）などの医療費用の備えや、女性特有の病気の手術にも充実の保障。・「医療安心タイプ」「医療安心H（ハーフ）タイプ」・入院・通院（不慮の事故、交通事故に限る）・手術のほか、先進医療が備わった医療重視の保障。手頃に備えたい場合はＨ（ハーフ）タイプがあります。・「がん保障プラス」※・はじめてがんと診断されたときや、日帰りの入院手術まで手厚く保障。・※単独での加入はできません。・「終身医療5000」・病気とけがに備える、入院と手術の一生涯保障。・掛金は加入時の満年齢・性別によって決まり、更新による掛金アップはありません。・●・生命の保障・「総合タイプ」「総合2倍タイプ」「大型タイプ」・入院・通院（交通事故に限る）から死亡保障まで、手頃な掛金で幅広くカバー。より大きな保障を得られる2倍タイプ、大型タイプがあります。・「生きる安心タイプ」「生きる安心W（ダブル）タイプ」「生きる安心H（ハーフ）タイプ」・「もしも」のとき、加入者と家族の生きるちからになる総合保障。より大きな保障で安心のＷ（ダブル）タイプ、手頃に備えたい場合はＨ（ハーフ）タイプがあります。・●・けがと賠償の保障・「傷害安心W（ダブル）タイプ」「傷害安心タイプ」・健康状態にかかわらず満0歳から満59歳まで加入できる、けがと賠償の保障。より大きな保障で安心のＷ（ダブル）タイプがあります。・●・60歳からの保障・「シニア医療タイプ」・満60歳から加入できる病気とけがの保障。入院・手術から死亡・障がいまで保障します。・「シニア総合タイプ」・満60歳から加入できる入院・障がい・死亡の保障。・「シニア傷害安心タイプ」「シニア傷害安心H（ハーフ）タイプ」・健康状態にかかわらず満60歳から加入できる、けがと賠償の保障。,"こくみん共済 総合タイプ・30歳加入／男性／共済期間1年・○・掛金（月払い）  ・1,800円・  ・※性別・年齢にかかわらず同一掛金",
202,1573440969-9699,ＣＯ・ＯＰ共済 令和元年度版,終身生命,ＣＯ・ＯＰ共済《ずっとあい》終身生命 令和元年度版,「ＣＯ・ＯＰ共済《ずっとあい》終身生命」は、死亡・重度障害の保障が一生涯つづく終身共済です。終身払と短期払があり、掛金は加入時より同じ掛金となります。・リビングニーズ共済金があります。・解約返戻金があります。・剰余の状況によって、割戻金が支払われます。,"終身生命・30歳契約／男性／65歳払込満了 *2019年4月1日時点・●・死亡・重度障害共済金・500万円・○・掛金（月払）  ・9,500円",
203,1573441031-9726,ＪＡ共済 令和元年度版,引受緩和型終身共済,引受緩和型終身共済 令和元年度版,「引受緩和型終身共済」は、健康に不安があっても加入しやすい終身共済です。・通院中でも、病歴があっても簡単な告知で申込めます。・一生涯にわたって、死亡保障が確保できます。・80歳まで加入できます。,"引受緩和型終身共済・50歳契約／男性／共済掛金払込終了年齢：99歳・●・共済金額200万円・●・指定代理請求特約付加・○・共済掛金（月払口座）  6,818円",指定代理請求特約/共済金年金支払特約
204,1573441348-9865,日本生命 令和元年度版,定期保険（有配当2012）,ニッセイみらいのカタチ（定期保険） 令和元年度版,「ニッセイみらいのカタチ（定期保険）」は、みらいのカタチの保険契約のうち定期保険のみを選択したプランで、一定期間、死亡にそなえる保険です。・毎年の契約応当日や更新時等に、健康状態に関係なく、保険金額が同額以下の終身保険に変更できる制度もあります。・ ・ ※ 申出時に会社が各制度を取扱っていない場合等は利用できません。・ ・ ※ 保険料払込免除特約を付加している場合は、取扱いが異なる場合があります。,"定期保険（有配当2012）・30歳契約／男性／更新：45歳／払込・更新満了：60歳／保険料払込免除特約未付加・●・定期保険・1,000万円・○・保険料（月払口座）  ・2,540円",リビング・ニーズ特約（2012）/保険料払込免除特約（2012）
205,1573441583-9969,損保ジャパン日本興亜ひまわり生命 令和元年度版,がん保険（2010）,勇気のお守り 令和元年度版,「勇気のお守り」は、がん保険（2010）終身タイプの愛称で、がんの診断、入院、手術、外来治療を保障します。・「がん外来治療給付金」は、入院後一定期間の通院を保障する従来の「がん通院給付金」とは異なり、入院をしない通院や往診だけの治療も給付の対象となります。支払限度は外来治療期間1年間につき120日までとなっていますが、所定のがん治療が必要と認められる場合には、外来治療期間が1年ごとに延長され、延長した場合も1年間で120日分の支払が限度となり、通算支払限度はありません。・がんにより先進医療による療養を受けたときに技術料相当額を保障する「がん先進医療特約」や「がん死亡特約」、「新女性特定がん入院特約」など、ニーズに応じて保障を厚くすることができます。,"がん保険（2010）・30歳契約／男性／保険期間：終身／終身払・●・がん入院給付金・日額10,000円・●・がん先進医療特約・付加・○・保険料（月払口座）・3,633円",がん死亡特約/がん先進医療特約/新女性特定がん入院特約/指定代理請求特約
206,1573441707-10024,住友生命 令和元年度版,5年ごと利差配当付限定告知型終身保険,スミセイの千客万頼 令和元年度版,「スミセイの千客万頼」は、保障を必要としているにもかかわらず、通常の保険への加入が困難であった「健康に不安がある方」でも加入が可能な終身保険です。病気の治療中または過去に治療歴があっても、5つの告知項目がすべて非該当であれば加入できます。・医療特約の付加により、契約後にかかった病気への保障はもちろん、治療中の病気や過去に治療歴のある病気が悪化・再発し、入院または手術を行った場合、給付金が支払われます（契約後1年以内：半額、2年目以降：全額）。待期間はありません。・5つの告知項目がすべて非該当であれば加入できるため、加入可否が自分で確認できます。・特約を付加することにより、通院や骨折に対する保障も準備することができます。,"5年ごと利差配当付限定告知型終身保険Ⅱ型・50歳契約／男性／保険期間終身／終身払込・●・基本保険金額・100万円・●・限定告知型医療特約（120日型）  ・入院給付金日額5,000円・○・保険料（月払口座）・10,588円",限定告知型医療特約/限定告知型入院保障充実特約/限定告知型傷害損傷特約/がん長期サポート特約/リビング・ニーズ特約/指定代理請求特約/年金支払特約
207,1573441145-9776,大樹生命 令和元年度版,無配当保障セレクト保険,大樹セレクト ガンのほけん 令和元年度版,「大樹セレクト ガンのほけん」は、特約を保障内容に応じて区分けした「死亡保障セレクト」「生前給付保障セレクト」「介護保障セレクト」「医療保障セレクト」の４つのセレクトのうち、「医療保障セレクトのみ」で構成され、かつガン治療サポート特約を付加した大樹セレクトです。・セレクト見直し制度により、契約後の状況変化に応じた保障内容の見直しが可能（セレクト見直し制度）です。・保険料割引の仕組みを備えています（リレー割引）。・積立保険特約の持つ保険料調整機能を利用できます。,"無配当保障セレクト保険・50歳契約／男性・●・ガン医療特約016（終身型終身払）・日額10,000円・●・特定臓器治療特約016（護臓ろっぷ）（終身型終身払）・50万円・●・先進医療サポート特約016（終身型終身払）・付加・●・ガン治療サポート特約016（終身型終身払）・50万円・○・保険料（月払口座）・9,598円",先進医療サポート特約016/ガン医療特約016/ガン治療サポート特約016/特定損傷特約016〔Beat（ビート）〕/特定臓器治療特約016（護臓ろっぷ）/指定代理請求特約/積立保険特約016/保険料払込免除特約016（楽々名人）
208,1573441062-9740,明治安田生命 令和元年度版,無配当介護保障終身保険（低解約返戻金型）,きずなサポート／かんたんケアワイド 令和元年度版,「きずなサポート／かんたんケアワイド」は、健康状態に関する6つの簡単な告知項目に該当しなければ申し込みができる介護保障終身保険です。保険料払込期間中の死亡保障を抑え、解約返戻金を低く設定（解約返戻金を低く設定しない場合の7割）することで保険料を割安としています。・公的介護保険制度の「要介護3」以上、または寝たきり・認知症で所定の要介護状態に該当したとき、「介護保険金」が支払われます。・保険料払込期間中に死亡したときは「死亡給付金」（既払込保険料相当額）が、保険料払込期間満了後に死亡したときは「死亡保険金」（介護保険金と同額）が支払われます。・取扱金融機関により、販売名称が異なります。,保険金・給付金名・支払事由・支払割合・介護保険金・公的介護保険制度の要介護3以上の状態に該当すると認定されたとき、または寝たきり・認知症で所定の要介護状態に該当したとき・介護保険金額・死亡給付金・保険料払込期間中に死亡したとき・既払込保険料相当額※・死亡保険金・保険料払込期間満了後に死亡したとき・介護保険金額と同額,代理請求特約/リビング・ニーズ特約［介護保障用］
209,1573441402-9888,Ｔ＆Ｄフィナンシャル生命 令和元年度版,無配当特別終身保険（I型）,家族をつなぐ終身保険 令和元年度版,「家族をつなぐ終身保険」は、死亡保障に特化すると同時に、老後の生活資金・子どもの教育資金など、中長期にわたる幅広い資産形成ニーズや、平成27年1月の相続税法改正を受けて高まっている生前贈与による世代間の資産移転ニーズにも対応できる終身保険です。・ Ｐｏｉｎｔ1“えらべる”・死亡保障に特化した２つのプラン（基本プラン・簡単プラン）からニーズに合わせて契約年齢は0歳から75歳までとなっています（保険料払込期間による）。・「基本プラン」は、契約直後から払込保険料を上回る死亡保障を終身にわたり確保できます。・「簡単プラン」は、「基本プラン」に比べて保険金額を抑制しているため、職業および健康状態１項目の告知のみで申し込めます。・ Ｐｏｉｎｔ2“ふやす”・保険期間の経過期間に応じて解約払戻金額は増加していきます。・基本保険金額500万円以上の場合、高額割引制度が適用され、保険料が割安となります。・ Ｐｏｉｎｔ3“のこす”・申込み時に基本保険金額や保険料払込期間等を選べ、死亡保険金受取人を最大８名まで指定することができるため、円滑な資産継承および遺族が当面必要となる資金を準備することができます。・契約後は、契約者貸付、払済保険・延長保険への変更、減額等のほか、保険金等の年金での受け取りを可能としており、将来のライフプランの変更に対応することができます。,"無配当特別終身保険（I型）・30歳契約／男性／保険料払込期間：10年／基本プラン・●・基本保険金額・1,000万円・○・保険料（月払：口座振替扱） ・79,250円",リビング・ニーズ特約/指定代理請求特約/責任開始期に関する特約/新遺族年金支払特約/年金支払移行特約（Ⅰ型）/特別条件特約/保険料口座振替特約（定額保険用）/保険料クレジットカード払特約
210,1573441230-9813,プルデンシャル生命 令和元年度版,無解約返戻金型平準定期保険,無解約返戻金型平準定期保険 令和元年度版,"「無解約返戻金型平準定期保険」は、死亡・高度障害状態になったときに死亡・高度障害保険金が支払われる、解約返戻金のない定期保険です。・解約返戻金をなくしたことにより、保険料が割安になっています。・保険期間が満了したときに、健康状態にかかわらず、最長80歳まで自動更新ができます。・所定の範囲内で契約の全部または一部を他の保険に変換できます。・保険金額が1,500万円以上の場合は、高額割引制度の適用により保険料が割安になります。","無解約返戻金型平準定期保険・35歳契約／男性／保険期間・保険料払込期間：15年・●・保険金額・2,000万円・○・保険料（月払口座）  ・5,060円",無解約返戻金型就労不能障害一時金特約/無解約返戻金型就労不能障害特約/無解約返戻金型入院特約（一時金給付型）/無解約返戻金型新手術給付特約/無解約返戻金型がん入院特約/無解約返戻金型先進医療特約/逓減定期保険特約/解約返戻金抑制型家族収入特約（高度障害療養加算型）/災害死亡給付特約/傷害特約/疾病障害による保険料払込免除特約/リビング・ニーズ特約/指定代理請求特約/割増年金支払特約/新買増権保証特約/保険金等の支払方法の選択に関する特約
211,1573441313-9849,日本生命 令和元年度版,特定損傷保険（有配当2012）,ニッセイみらいのカタチ（特定損傷保険） 令和元年度版,「ニッセイみらいのカタチ（特定損傷保険）」は、みらいのカタチの保険契約のほかの保険（がん医療保険以外）と組み合わせることで加入できます。・不慮の事故で所定の骨折・関節脱臼・腱の断裂の治療をしたときに、一時金で受取れます（5万円または10万円を加入時に選択）。・骨のひびや剥離（はくり）骨折も支払対象となります。,特定損傷保険（有配当2012）・30歳契約／男性／更新：45歳／払込・更新満了：60歳・●・特定損傷保険・10万円・○・保険料（月払口座）・470円,保険料払込免除特約（2012）
212,1573441865-10095,朝日生命 令和元年度版,無配当生活習慣病保険（返戻金なし型）,生活習慣病保険（返戻金なし型） 令和元年度版,"「生活習慣病保険（返戻金なし型）」は、「保険王プラス」「やさしさプラス」「ハハの幸せ コの幸せ」に組み合わせる保険で、がんをはじめとする7つの生活習慣病を重点的に保障します。・7つの生活習慣病（がん・心臓病・脳血管疾患・腎臓病・肝臓病・糖尿病・高血圧性疾患）により入院したとき、生活習慣病入院給付金が支払われます。・支払日数の制限は、1入院が120日、通算では1,000日です。・脳卒中や慢性腎不全など、7つの生活習慣病のうち、特に医療費負担が大きくなる所定の状態、手術を一時金で保障します（複数回支払）。一時金の給付倍率は、100倍～500倍（100倍きざみ）と、0倍（7大疾病給付金なし）をニーズに合わせ選択できます。・定期タイプの場合、最長80歳まで自動更新できます。また、保険期間満了時もしくは、被保険者の年齢が75歳時には、定期タイプから終身タイプへの変更も取り扱います。","無配当生活習慣病保険（返戻金なし型）・400倍・35歳契約／男性／10年満了・●・生活習慣病入院給付金・日額5,000円・○・保険料（月払口座）  ・1,385円",無配当初期生活習慣病入院一時金特約（返戻金なし型）/指定代理請求特約（2016）
213,1573441686-10015,住友生命 令和元年度版,５年ごと利差配当付指定通貨建個人年金保険（一時払い）,たのしみグローバル（指数連動プラン・定率増加プラン） 令和元年度版,「たのしみグローバル」は、指数上昇率に応じて指定通貨建で積立金が増加する仕組みの「指数連動プラン」と契約時に設定した積立利率等により指定通貨建で積立金が増加し、年金原資が確定する「定率増加プラン」が選択できる個人年金保険です。・据置期間は5年または10年から選択できます。・最大3年間、年金支払開始日を繰り下げることができます。・年金受取時には様々な受取方法（5年・10年・15年確定年金、年金総額保証付終身年金、一時金）から選択可能です。・※販売名称は、取扱金融機関によって異なる場合があります。,保険金・給付金名・支払事由・支払割合・死亡給付金・年金支払開始日前に死亡したとき・死亡した日における積立金相当額、解約返戻金相当額のいずれか大きい金額・年金・年金支払開始日に生存しているとき・＜指数連動プラン＞・年金支払開始日の前日における積立金額に（積立金の増加率＋１）を乗じた金額を年金原資※として、年金支払開始日における計算基礎率（予定利率・予定死亡率等）により定まる年金額・＜定率増加プラン＞・年金支払開始日の前日における積立金額を年金原資として、年金支払開始日における計算基礎率（予定利率・予定死亡率等）により定まる年金額,指定代理請求特約/目標到達時円建年金保険変更特約/後継年金受取人指定特約/保険料指定外通貨払込特約/保険料円貨払込特約
214,1573441797-10065,オリックス生命 令和元年度版,無配当 特定疾病保障保険(2016)(終身・低解約払戻金型),特定疾病保障保険With[ウィズ]終身型 令和元年度版,「特定疾病保障保険With[ウィズ]終身型」は、がん・急性心筋梗塞・脳卒中による、高額になりがちな医療費の負担や収入の減少を特定疾病保険金でカバーする保険です。死亡・約款所定の高度障害状態に該当した場合に、保険金が支払われます。「終身・低解約払戻金型」の場合、資金が必要になったときには、解約返戻金を活用することができます。,"無配当 特定疾病保障保険(2016)(終身・低解約払戻金型)・30歳契約／男性／60歳払済・●・保険金額・1,000万円・○・保険料（クレジットカード払または口座振替払・月払）  ・24,930円",指定代理請求特約/年金支払特約
215,1573441232-9814,プルデンシャル生命 令和元年度版,平準定期保険,平準定期保険 令和元年度版,"「平準定期保険」は、死亡・高度障害状態を一定期間保障する保険です。・保険金額が1,500万円以上の場合、保険料の高額割引制度が適用されます。・災害や入院などの特約を付加することができます。","平準定期保険・35歳契約／男性／80歳満了・●・死亡保険金額・1億円・○・保険料（年払）  ・852,200円",無解約返戻金型就労不能障害一時金特約/無解約返戻金型就労不能障害特約/無解約返戻金型入院特約（一時金給付型）/無解約返戻金型新手術給付特約/無解約返戻金型がん入院特約/無解約返戻金型先進医療特約/災害死亡給付特約/傷害特約/逓減定期保険特約/疾病障害による保険料払込免除特約/リビング・ニーズ特約/指定代理請求特約/割増年金支払特約/新買増権保証特約/保険金等の支払方法の選択に関する特約
216,1573441944-10131,アクサ生命 令和元年度版,災害保障重点期間設定型定期保険,アクサの「長期保障」の定期保険 フォローアップライフ 令和元年度版,「アクサの「長期保障」の定期保険 フォローアップライフ」は、98歳までの長期の死亡保障を、低廉な保険料で準備できる定期保険です。・保険期間は、災害による死亡に重点的に備える第1保険期間と、原因によらず死亡に備えることができる第2保険期間に区分されています。・契約から一定期間の災害以外を原因とする死亡保険金をおさえることにより、低廉な保険料で保障を準備できます。・まとまった資金が必要になったときには、契約者貸付や払いもどし金を活用できます。・簡単な3つの告知項目で申込み可能で、医師の診査は不要です。,"契約例：災害保障重点期間設定型定期保険・35歳契約／男性／保険期間・保険料払込期間：98歳満了／第1保険期間：10年間・●・保険金額・1,000万円・○・保険料（月払口座）・18,380円",年金払特約（06）/年金払移行特約
217,1573441207-9803,プルデンシャル生命 令和元年度版,変額保険（終身型）,変額保険・終身型 令和元年度版,「変額保険・終身型」は、死亡・高度障害状態になったときに死亡・高度障害保険金が支払われる終身型の変額保険で、特別勘定の運用成績に基づいて保険金額および解約返戻金額が増減します。・死亡・高度障害保険金については基本保険金額が最低保証されますが、解約返戻金については、最低保証はありません。・基本保険金額が500万円以上の場合は、高額割引制度の適用により保険料が割安になります。,"変額保険（終身型）・35歳契約／男性／保険期間：終身／保険料払込期間：65歳・●・基本保険金額・1,000万円・○・保険料（月払口座）  ・20,570円",無解約返戻金型就労不能障害一時金特約/無解約返戻金型就労不能障害特約/無解約返戻金型入院特約（一時金給付型）/無解約返戻金型新手術給付特約/無解約返戻金型がん入院特約/無解約返戻金型先進医療特約/逓減定期保険特約/無解約返戻金型平準定期保険特約/解約返戻金抑制型家族収入特約（高度障害療養加算型）/介護前払特約（ナーシングケア特約）/災害死亡給付特約/傷害特約/疾病障害による保険料払込免除特約/リビング・ニーズ特約/指定代理請求特約/割増年金支払特約/新買増権保証特約/保険金等の支払方法の選択に関する特約
218,1573440851-9646,ライフネット生命 令和元年度版,就業不能保険（無配当・無解約返戻金型）（2016）,働く人への保険２ 令和元年度版,「働く人への保険２」は、病気やケガで長期間の入院や在宅療養をせざるをえない就業不能状態の場合に、所定の給付金が毎月支払われる保険です。・支払対象外期間は、60日と180日から選択できます。・ライフプランに合わせて4つの保険期間（保険料払込期間）から選ぶことができます。・一定期間中の給付金額が半分となる、保険料が割安な「ハーフタイプ」も選択できます。・病気またはケガで所定の高度障害状態になったとき、就業不能給付金月額×10の高度障害給付金が保険期間を通じて1回支払われ、保険料の払い込みが免除となります。,"就業不能保険（無配当・無解約返戻金型）(2016)・30歳契約／男性／保険期間・保険料払込期間：65歳満了／支払対象外期間：60日／標準タイプ（A型）・●・就業不能給付金・月額20万円・○・保険料（月払口座）  ・5,172円",
219,1573441917-10119,アクサ生命 令和元年度版,介護終身保険（無配当）,賢者の備え 令和元年度版,「賢者の備え」は、所定の要介護状態（目安として公的介護保険における要介護4程度に相当）が180日以上継続したとき、または死亡・高度障害状態になったときに保険金が支払われる終身の介護保険です。・経過に応じた解約払いもどし金があります。,"介護終身保険（無配当）・30歳契約／男性／終身払・●・介護保険金額  ・500万円・○・保険料（月払口座）・11,355円",リビング・ニーズ特約/指定代理請求特約
220,1573440906-9671,楽天生命 令和元年度版,１年定期保険,楽天生命スーパー定期保険 令和元年度版,「楽天生命スーパー定期保険」は、被保険者が死亡したときまたは高度障害状態に該当したときの保障を確保することができます。・解約した場合、払戻金はありません。,"１年定期保険・30歳契約・男性・保険期間／保険料払込期間：１年・●・保険金額・2,000万円・○・保険料（月払口座） ・1,960円",リビング・ニーズ特約/指定代理請求特約/継続割引特約
221,1573441593-9973,損保ジャパン日本興亜ひまわり生命 令和元年度版,限定告知認知症一時金特約付払込期間中無解約返戻金限定告知骨折治療保険,リンククロス笑顔をまもる認知症保険 令和元年度版,「リンククロス笑顔をまもる認知症保険」は、骨折の治療や認知症を保障し、契約に際して簡単な告知項目に答えるだけで、申込みできる保険です。・初めて認知症または軽度認知障害と医師により診断確定された場合、認知症一時金もしくは軽度認知障害一時金が支払われます。・骨折の治療を受けた場合、骨折治療給付金が支払われます。・万が一、不慮の事故または所定の感染症により死亡した場合、災害死亡給付金が支払われます。・簡単な告知により申込みでき、骨折治療・災害死亡の保障が一生涯続きます。,"限定告知認知症一時金特約付払込期間中無解約返戻金限定告知骨折治療保険・50歳契約／男性／保険期間：終身／保険料払込期間：終身・●・主契約・骨折治療給付金10万円・●・認知症一時金特約・基準一時金額200万円・○・保険料（月払口座）・4,820円",限定告知介護一時金特約/限定告知介護年金特約/限定告知医療用特定疾病診断保険料免除特約/指定代理請求特約
222,1573441409-9891,チューリッヒ生命 令和元年度版,３大疾病特約（Ｚ０２）付加 無解約払戻金型終身ガン治療保険（抗がん剤等保障）（Ｚ０２）,３大疾病保険プレミアムDX（ディーエックス） 令和元年度版,"「３大疾病保険プレミアムＤＸ（ディーエックス）」は、３大疾病にかかったときの治療費をサポートする新しいタイプの3大疾病保険で、入院や手術、診断給付金や入院前後の通院などを保障します。・ 主契約では、ガンの治療について、所定の化学療法（抗がん剤およびホルモン剤）や放射線治療が2,000万円を限度に一生涯保障される終身タイプの保険です。抗がん剤・ホルモン剤については、公的医療保険制度適用のものに加えて、欧米で承認された所定の抗がん剤・ホルモン剤を12か月を限度に保障します。特約では、３大疾病（ガン、急性心筋梗塞、脳卒中）になった場合の入院、手術、入院前後の通院、先進医療、緩和ケア、診断された後のストレス性疾病のサポート、長期入院時の差額ベッド代の保障および保険料払込免除の保障が自由に組み合わせられます。・ なお、「３大疾病保険プレミアムＤＸ（ディーエックス）」は、「終身ガン治療保険プレミアムＤＸ（ディーエックス）」に３大疾病特約（Ｚ０２）を付加した商品となります。","３大疾病特約（Ｚ０２）付加 無解約払戻金型終身ガン治療保険（抗がん剤等保障）（Ｚ０２）・30歳契約・男性・保険期間／保険料払込期間：終身／悪性新生物保険料払込免除特約（Ｚ０２）（３大疾病特約（Ｚ０２）付加）付加・●・放射線治療給付金 月額・10万円・●・抗がん剤・ホルモン剤治療給付金 月額・10万円・●・自由診療抗がん剤・自由診療ホルモン剤治療給付金 月額・20万円・●・3大疾病先進医療給付金・2,000万円限度・●・3大疾病先進医療支援給付金・15万円・●・3大疾病診断給付金・100万円・●・3大疾病保険料払込免除・付加・○・保険料（月払口座）・3,934円",終身保険特約（Ｚ０２）/ガン入院特約（Ｚ０２）（３大疾病特約（Ｚ０２）付加）/ガン通院特約（Ｚ０２）（３大疾病特約（Ｚ０２）付加）/ガン手術特約（３大疾病特約付加）/ガン先進医療特約（Ｚ０４）（３大疾病特約（Ｚ０２）付加）/ガン緩和療養特約（Z０２）（３大疾病特約（Z０２）付加）/ガン診断後ストレス性疾病特約（Z０２）（３大疾病特約（Z０２）付加）/ガン長期入院時差額ベッド保障特約（３大疾病特約（Z０２）付加）/ガン診断特約（Ｚ０２）（３大疾病特約（Ｚ０２）付加）/悪性新生物保険料払込免除特約（Ｚ０２）（３大疾病特約（Ｚ０２）付加）/リビング・ニーズ特約/指定代理請求特約/３大疾病特約（Ｚ０２）
223,1573441195-9798,マニュライフ生命 令和元年度版,通貨選択型一時払終身保険,未来につなげる終身保険 令和元年度版,「未来につなげる終身保険」は、少しでも多くの資産を安心して家族にのこしたいという相続ニーズに応えるための一時払終身保険です。死亡・高度障害の場合に支払われる保険金額は、払い込んだ保険料を契約時から上回ります。選択した通貨に応じた積立利率で運用されるため、魅力的な金利の通貨を選ぶことで、より高い死亡保障が得られます。契約日の積立利率が終身にわたって適用され、死亡・高度障害の保険金額が一生涯保証される、シンプルで分かりやすい内容の商品です。・契約通貨は、米ドル、豪ドルまたは円のいずれかから選択できます。・契約通貨が米ドルまたは豪ドルの場合、保険料を多彩な通貨（円、米ドル、豪ドル、ユーロ、ニュージーランドドルの５種類の通貨、取扱代理店によって異なる）から選択して払い込みできるので、既に外貨が手元にある場合は、それを保険料の払い込みに活用できます。・わかりやすい２段階の簡単な告知で申し込みできます。・業務提携先であるティーペック株式会社が提供する付帯サービス「こころとからだの健康サポート メディカルリリーフ（プラス）」が利用できます。日常の病気やケガに対する相談や、日本を代表する各専門分野の医師（総合相談医）によるセカンドオピニオンのサービスが利用できます。,保険金・給付金名・支払事由・支払額・死亡保険金・死亡したとき・被保険者が支払事由に該当した日の解約返戻金額または基本保険金額のいずれか大きい額・高度障害保険金 ・傷害または疾病により所定の高度障害状態に該当したとき,リビング・ニーズ特約/指定代理請求特約/保険料の払込通貨に関する特約/円支払特約Ｂ型
224,1573441452-9909,ネオファースト生命 令和元年度版,無解約返戻金型治療保障保険,ネオｄｅちりょう 令和元年度版,「ネオｄｅちりょう」は、公的医療保険制度の自己負担額に応じた実額給付タイプの医療保険です。・日帰り入院を含め、入院日数にかかわらず入院時にまとまった一時金が支払われます。・保険期間満了までに入院治療一時給付金の支払いがなかった場合、入院治療一時給付金と同額の入院治療無事故給付金が支払われます。,"無解約返戻金型治療保障保険・30歳契約／男性／保険期間・保険料払込期間：10年・Ⅲ型（入院した場合または外来手術を受けた場合に診療報酬点数×3円を給付する型）・10万円型（1か月間の支払限度を10万円とする型）・●・入院治療一時給付金額5万円・●・先進医療特約付加・○・保険料（月払口座）1,653円",先進医療特約/特定疾病保険料払込免除特約
